Bore.ID,Easting,Northing,Latitude.x,Longitude.x,Date,SWL,Drilled.Depth..m.,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Mrainfall.mm.,Salinity,Longitude.y,Latitude.y,Completed Depth
GW046825,601516,6161933,-34.6796,148.1082,14/07/1976,2.3,5.5,348,6.8920002,4.6406002,1,Qa,21.4,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,14/03/1978,3.63,5.5,348,6.8920002,4.6406002,1,Qa,38.6,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,15/02/1974,8.72,5.5,348,6.8920002,4.6406002,1,Qa,67.7,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,13/09/1988,0.62,5.5,348,6.8920002,4.6406002,1,Qa,71.7,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,13/08/1987,0.54,5.5,348,6.8920002,4.6406002,1,Qa,52.1,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,13/08/1981,2.62,5.5,348,6.8920002,4.6406002,1,Qa,57.2,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,13/05/1974,4.57,5.5,348,6.8920002,4.6406002,1,Qa,62.4,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,10/08/1978,3.02,5.5,348,6.8920002,4.6406002,1,Qa,32.2,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,9/04/1975,2.37,5.5,348,6.8920002,4.6406002,1,Qa,21.5,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,9/05/1985,1.67,5.5,348,6.8920002,4.6406002,1,Qa,70.9,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,14/04/1980,3.38,5.5,348,6.8920002,4.6406002,1,Qa,23.6,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,9/06/1975,2.27,5.5,348,6.8920002,4.6406002,1,Qa,13.1,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,13/04/1978,3.53,5.5,348,6.8920002,4.6406002,1,Qa,28.2,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,10/10/1989,0.55,5.5,348,6.8920002,4.6406002,1,Qa,43.4,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,11/07/1974,4.28,5.5,348,6.8920002,4.6406002,1,Qa,99.6,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,11/08/1983,2.27,5.5,348,6.8920002,4.6406002,1,Qa,103.9,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,11/12/1989,0.59,5.5,348,6.8920002,4.6406002,1,Qa,17.4,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,12/03/1974,6.38,5.5,348,6.8920002,4.6406002,1,Qa,10.1,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,12/04/1983,3.24,5.5,348,6.8920002,4.6406002,1,Qa,95,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,12/07/1978,3.03,5.5,348,6.8920002,4.6406002,1,Qa,76.5,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,13/01/1981,3.39,5.5,348,6.8920002,4.6406002,1,Qa,55.2,NA,148.1082,34.6796,5.5
GW046825,601516,6161933,-34.6796,148.1082,11/11/1980,3.1,5.5,348,6.8920002,4.6406002,1,Qa,13,NA,148.1082,34.6796,5.5
GW046826,602355,6164173,-34.6593,148.117,19/04/1977,6.81,8,387,13.8627996,4.66924,0,Cj,46.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,17/10/1986,3.86,8,387,13.8627996,4.66924,0,Cj,107.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,18/02/1983,7.96,8,387,13.8627996,4.66924,0,Cj,43,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,18/05/1976,6.35,8,387,13.8627996,4.66924,0,Cj,8.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,18/10/1983,6.09,8,387,13.8627996,4.66924,0,Cj,81,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,18/11/1977,7.15,8,387,13.8627996,4.66924,0,Cj,11.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,19/02/1981,7.68,8,387,13.8627996,4.66924,0,Cj,75.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,19/02/1985,4.69,8,387,13.8627996,4.66924,0,Cj,1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,19/05/1980,8.11,8,387,13.8627996,4.66924,0,Cj,105.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,19/03/1991,2.51,8,387,13.8627996,4.66924,0,Cj,13.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,19/05/1983,8.11,8,387,13.8627996,4.66924,0,Cj,136.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,19/06/1978,7.53,8,387,13.8627996,4.66924,0,Cj,62.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,17/09/1979,7.69,8,387,13.8627996,4.66924,0,Cj,56.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,19/03/1982,7.37,8,387,13.8627996,4.66924,0,Cj,105.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/08/1989,1.11,8,387,13.8627996,4.66924,0,Cj,69.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,30/11/1988,3.82,8,387,13.8627996,4.66924,0,Cj,79.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,19/07/1988,4.24,8,387,13.8627996,4.66924,0,Cj,94.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,15/10/1984,3.99,8,387,13.8627996,4.66924,0,Cj,64.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/05/1977,7.08,8,387,13.8627996,4.66924,0,Cj,83.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/06/1976,6.35,8,387,13.8627996,4.66924,0,Cj,7.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/02/1979,7.47,8,387,13.8627996,4.66924,0,Cj,4.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/07/1979,7.51,8,387,13.8627996,4.66924,0,Cj,18.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,17/06/1981,7.82,8,387,13.8627996,4.66924,0,Cj,130,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/09/1975,6.08,8,387,13.8627996,4.66924,0,Cj,95.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/10/1975,5.98,8,387,13.8627996,4.66924,0,Cj,130.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/10/1979,7.64,8,387,13.8627996,4.66924,0,Cj,30.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/10/1990,1.35,8,387,13.8627996,4.66924,0,Cj,63.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,17/01/1977,6.65,8,387,13.8627996,4.66924,0,Cj,20.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,17/01/1980,7.84,8,387,13.8627996,4.66924,0,Cj,47.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/06/1977,6.83,8,387,13.8627996,4.66924,0,Cj,62.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,25/06/1974,7.7,8,387,13.8627996,4.66924,0,Cj,24.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,31/10/1974,4.38,8,387,13.8627996,4.66924,0,Cj,191.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,15/09/1981,7.03,8,387,13.8627996,4.66924,0,Cj,28.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,30/05/1991,2.44,8,387,13.8627996,4.66924,0,Cj,23.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,29/06/1982,7.45,8,387,13.8627996,4.66924,0,Cj,27.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,29/05/1984,5.01,8,387,13.8627996,4.66924,0,Cj,16.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,29/01/1982,7.22,8,387,13.8627996,4.66924,0,Cj,11.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,28/12/1990,2.08,8,387,13.8627996,4.66924,0,Cj,9.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,28/09/1982,7.56,8,387,13.8627996,4.66924,0,Cj,49,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,28/04/1988,4.65,8,387,13.8627996,4.66924,0,Cj,42.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,27/05/1981,7.89,8,387,13.8627996,4.66924,0,Cj,62.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,26/05/1990,1.85,8,387,13.8627996,4.66924,0,Cj,82.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,26/03/1981,7.78,8,387,13.8627996,4.66924,0,Cj,15.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,26/02/1980,7.98,8,387,13.8627996,4.66924,0,Cj,27.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,29/08/1980,7.68,8,387,13.8627996,4.66924,0,Cj,46.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,23/07/1984,5.05,8,387,13.8627996,4.66924,0,Cj,154.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,20/09/1977,6.85,8,387,13.8627996,4.66924,0,Cj,38.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,21/05/1975,5.92,8,387,13.8627996,4.66924,0,Cj,24.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,21/06/1989,1.28,8,387,13.8627996,4.66924,0,Cj,54.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,21/12/1977,7.14,8,387,13.8627996,4.66924,0,Cj,1.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,22/08/1977,6.89,8,387,13.8627996,4.66924,0,Cj,16.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,25/11/1987,3.93,8,387,13.8627996,4.66924,0,Cj,22.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,23/07/1982,7.45,8,387,13.8627996,4.66924,0,Cj,2.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,25/10/1977,6.9,8,387,13.8627996,4.66924,0,Cj,0.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,24/03/1977,6.8,8,387,13.8627996,4.66924,0,Cj,63.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,24/03/1987,4.45,8,387,13.8627996,4.66924,0,Cj,51.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,24/04/1984,4.79,8,387,13.8627996,4.66924,0,Cj,115.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,25/03/1976,6.35,8,387,13.8627996,4.66924,0,Cj,21.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,25/05/1982,7.43,8,387,13.8627996,4.66924,0,Cj,3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,20/04/1982,7.39,8,387,13.8627996,4.66924,0,Cj,14.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,22/09/1980,7.63,8,387,13.8627996,4.66924,0,Cj,37.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,4/01/1979,7.12,8,387,13.8627996,4.66924,0,Cj,16.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,8/08/1974,7.35,8,387,13.8627996,4.66924,0,Cj,72.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,8/07/1980,7.86,8,387,13.8627996,4.66924,0,Cj,74.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,7/10/1976,6.36,8,387,13.8627996,4.66924,0,Cj,98.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,7/03/1988,4.65,8,387,13.8627996,4.66924,0,Cj,27.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,7/01/1975,6.2,8,387,13.8627996,4.66924,0,Cj,36.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,6/11/1979,7.61,8,387,13.8627996,4.66924,0,Cj,26,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,6/08/1979,7.5,8,387,13.8627996,4.66924,0,Cj,49.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,5/11/1975,5.88,8,387,13.8627996,4.66924,0,Cj,10.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,5/10/1978,6.85,8,387,13.8627996,4.66924,0,Cj,43.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,5/08/1976,6.41,8,387,13.8627996,4.66924,0,Cj,22.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,5/05/1978,7.54,8,387,13.8627996,4.66924,0,Cj,103.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,4/10/1985,4.39,8,387,13.8627996,4.66924,0,Cj,54.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,1/05/1979,7.5,8,387,13.8627996,4.66924,0,Cj,62.7,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,8/11/1978,6.91,8,387,13.8627996,4.66924,0,Cj,62.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,2/08/1985,4.72,8,387,13.8627996,4.66924,0,Cj,147.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,16/02/1978,7.49,8,387,13.8627996,4.66924,0,Cj,0.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,15/02/1974,9.65,8,387,13.8627996,4.66924,0,Cj,73,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,1/06/1979,7.49,8,387,13.8627996,4.66924,0,Cj,9.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,1/09/1982,7.51,8,387,13.8627996,4.66924,0,Cj,49,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,1/11/1982,7.64,8,387,13.8627996,4.66924,0,Cj,0.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,4/05/1989,1.47,8,387,13.8627996,4.66924,0,Cj,96.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,1/12/1981,0,8,387,13.8627996,4.66924,0,Cj,27.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,4/02/1977,6.77,8,387,13.8627996,4.66924,0,Cj,97.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,2/09/1976,6.45,8,387,13.8627996,4.66924,0,Cj,95.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,2/12/1980,7.62,8,387,13.8627996,4.66924,0,Cj,93.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,3/01/1975,5.35,8,387,13.8627996,4.66924,0,Cj,36.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,3/08/1990,1.08,8,387,13.8627996,4.66924,0,Cj,88.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,3/12/1979,7.75,8,387,13.8627996,4.66924,0,Cj,0,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,4/07/1977,6.84,8,387,13.8627996,4.66924,0,Cj,23.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,1/12/1978,7,8,387,13.8627996,4.66924,0,Cj,77.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,14/04/1980,8.09,8,387,13.8627996,4.66924,0,Cj,26,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,13/02/1975,5.5,8,387,13.8627996,4.66924,0,Cj,45.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,13/04/1978,7.53,8,387,13.8627996,4.66924,0,Cj,28.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,13/05/1974,7.8,8,387,13.8627996,4.66924,0,Cj,68.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,13/08/1981,7.19,8,387,13.8627996,4.66924,0,Cj,59.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,13/08/1987,3.94,8,387,13.8627996,4.66924,0,Cj,53.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,13/09/1988,3.82,8,387,13.8627996,4.66924,0,Cj,72.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,13/01/1981,7.6,8,387,13.8627996,4.66924,0,Cj,57.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,14/03/1978,7.56,8,387,13.8627996,4.66924,0,Cj,40,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,14/12/1982,7.75,8,387,13.8627996,4.66924,0,Cj,21,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,14/07/1976,6.38,8,387,13.8627996,4.66924,0,Cj,22.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,14/08/1975,6.11,8,387,13.8627996,4.66924,0,Cj,72.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,14/09/1978,6.64,8,387,13.8627996,4.66924,0,Cj,147.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,9/01/1984,5.79,8,387,13.8627996,4.66924,0,Cj,278.4,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,15/01/1999,2.4,8,387,13.8627996,4.66924,0,Cj,98,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,4/04/1979,7.43,8,387,13.8627996,4.66924,0,Cj,105,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,13/10/1981,7.02,8,387,13.8627996,4.66924,0,Cj,57.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,9/04/1974,9.28,8,387,13.8627996,4.66924,0,Cj,239.1,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,9/03/1990,2.38,8,387,13.8627996,4.66924,0,Cj,4.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,9/04/1975,5.81,8,387,13.8627996,4.66924,0,Cj,21.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,9/05/1985,4.85,8,387,13.8627996,4.66924,0,Cj,73.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,9/06/1975,6,8,387,13.8627996,4.66924,0,Cj,13.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,9/12/1974,5.13,8,387,13.8627996,4.66924,0,Cj,5.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,10/08/1978,7.49,8,387,13.8627996,4.66924,0,Cj,34.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,10/10/1989,1.36,8,387,13.8627996,4.66924,0,Cj,43.3,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,11/08/1983,8.29,8,387,13.8627996,4.66924,0,Cj,105.6,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,11/11/1980,7.59,8,387,13.8627996,4.66924,0,Cj,13.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,11/12/1989,1.89,8,387,13.8627996,4.66924,0,Cj,15.5,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,12/03/1974,8.46,8,387,13.8627996,4.66924,0,Cj,10.9,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,12/04/1983,8,8,387,13.8627996,4.66924,0,Cj,93.2,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,12/07/1978,7.54,8,387,13.8627996,4.66924,0,Cj,79.8,NA,148.117,34.6593,8
GW046826,602355,6164173,-34.6593,148.117,11/07/1974,7.7,8,387,13.8627996,4.66924,0,Cj,100.3,NA,148.117,34.6593,8
GW046827,602270,6163373,-34.6665,148.1162,19/05/1980,4.75,9.1,383,8.9228697,4.5741901,0,Cj,105.9,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,17/10/1986,1.02,9.1,383,8.9228697,4.5741901,0,Cj,107.8,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,18/02/1983,4.77,9.1,383,8.9228697,4.5741901,0,Cj,43,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,18/05/1976,3.4,9.1,383,8.9228697,4.5741901,0,Cj,8.6,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,18/10/1983,2.8,9.1,383,8.9228697,4.5741901,0,Cj,81,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,18/11/1977,3.95,9.1,383,8.9228697,4.5741901,0,Cj,11.9,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,19/02/1981,4.43,9.1,383,8.9228697,4.5741901,0,Cj,75.8,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,19/02/1985,1.84,9.1,383,8.9228697,4.5741901,0,Cj,1,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,19/03/1982,4.23,9.1,383,8.9228697,4.5741901,0,Cj,105.1,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,19/06/1978,4.28,9.1,383,8.9228697,4.5741901,0,Cj,62.8,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,19/04/1977,3.85,9.1,383,8.9228697,4.5741901,0,Cj,46.8,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,19/05/1983,4.73,9.1,383,8.9228697,4.5741901,0,Cj,136.8,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,17/09/1979,4.72,9.1,383,8.9228697,4.5741901,0,Cj,56.9,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/08/1989,0.39,9.1,383,8.9228697,4.5741901,0,Cj,69.4,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,19/03/1991,1.04,9.1,383,8.9228697,4.5741901,0,Cj,13.7,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,17/06/1981,4.63,9.1,383,8.9228697,4.5741901,0,Cj,130,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,17/01/1980,4.57,9.1,383,8.9228697,4.5741901,0,Cj,47.8,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,13/01/1981,4.31,9.1,383,8.9228697,4.5741901,0,Cj,57.8,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,17/01/1977,3.9,9.1,383,8.9228697,4.5741901,0,Cj,20.8,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/10/1990,0.75,9.1,383,8.9228697,4.5741901,0,Cj,63.6,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/10/1979,4.68,9.1,383,8.9228697,4.5741901,0,Cj,30.1,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/02/1978,6.88,9.1,383,8.9228697,4.5741901,0,Cj,0.2,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/09/1975,3.32,9.1,383,8.9228697,4.5741901,0,Cj,95.8,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,19/07/1988,0.73,9.1,383,8.9228697,4.5741901,0,Cj,94.7,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/07/1979,4.26,9.1,383,8.9228697,4.5741901,0,Cj,18.5,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/06/1977,3.84,9.1,383,8.9228697,4.5741901,0,Cj,62.9,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/06/1976,3.4,9.1,383,8.9228697,4.5741901,0,Cj,7.1,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/05/1977,8.62,9.1,383,8.9228697,4.5741901,0,Cj,83.7,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/02/1979,8.6,9.1,383,8.9228697,4.5741901,0,Cj,4.3,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,16/10/1975,3.09,9.1,383,8.9228697,4.5741901,0,Cj,130.1,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,29/01/1982,4.06,9.1,383,8.9228697,4.5741901,0,Cj,11.5,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,31/10/1974,1.94,9.1,383,8.9228697,4.5741901,0,Cj,191.7,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,26/03/1981,4.58,9.1,383,8.9228697,4.5741901,0,Cj,15.7,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,26/05/1990,0.71,9.1,383,8.9228697,4.5741901,0,Cj,82.7,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,27/05/1981,4,9.1,383,8.9228697,4.5741901,0,Cj,62.6,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,28/04/1988,1.8,9.1,383,8.9228697,4.5741901,0,Cj,42.9,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,25/11/1987,1.49,9.1,383,8.9228697,4.5741901,0,Cj,22.7,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,28/12/1990,1.17,9.1,383,8.9228697,4.5741901,0,Cj,9.3,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,25/10/1977,3.79,9.1,383,8.9228697,4.5741901,0,Cj,0.6,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,29/05/1984,1.87,9.1,383,8.9228697,4.5741901,0,Cj,16.7,NA,148.1162,34.6665,9.1
GW046827,602270,6163373,-34.6665,148.1162,29/06/1982,4.27,9.1,383,8.9228697,4.5741901,0,Cj,27.1,NA,148.1162,34.6665,9.1
