FID,Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Drilled.Depth,Salinity
830,GW031566,14/04/1983,8.2,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
831,GW031566,14/04/1980,8.37,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
832,GW031566,14/03/1978,8.65,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
833,GW031566,13/10/1981,7.61,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
834,GW031566,13/09/1988,4.96,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
835,GW031566,13/08/1987,4.49,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
836,GW031566,13/08/1981,7.81,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
837,GW031566,13/05/1974,10.7,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
838,GW031566,10/10/1989,2.83,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
839,GW031566,9/05/1985,5.61,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
840,GW031566,9/12/1974,8.94,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
841,GW031566,14/09/1978,8.24,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
842,GW031566,9/04/1974,11.35,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
843,GW031566,13/04/1978,8.51,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
844,GW031566,9/03/1990,3.83,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
845,GW031566,10/08/1978,8.29,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
846,GW031566,11/07/1974,10.35,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
847,GW031566,11/11/1980,7.96,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
848,GW031566,13/02/1975,8.3,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
849,GW031566,13/01/1981,8.04,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
850,GW031566,12/07/1978,8.35,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
851,GW031566,12/03/1974,11.29,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
852,GW031566,11/12/1989,3.16,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
853,GW031566,11/08/1983,7.89,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
854,GW031568,19/03/1982,3.61,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
855,GW031568,19/05/1983,4.8,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
856,GW031568,18/02/1983,4.24,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
857,GW031568,19/03/1991,3.08,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
858,GW031568,19/06/1978,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
859,GW031568,16/08/1989,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
860,GW031568,19/02/1981,3.9,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
861,GW031568,19/05/1980,3.95,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
862,GW031568,18/10/1983,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
863,GW031568,19/02/1985,2.88,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
864,GW031568,17/10/1986,2.56,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
865,GW031568,17/09/1979,3.08,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
866,GW031568,17/06/1981,4.18,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
867,GW031568,17/01/1980,3.59,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
868,GW031568,16/10/1979,3.14,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
869,GW031568,16/07/1979,3.13,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
870,GW031568,16/02/1979,3.54,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
871,GW031568,16/02/1978,3.8,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
872,GW031568,19/07/1988,2.68,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
873,GW031568,28/09/1982,3.42,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
874,GW031568,15/10/1984,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
875,GW031568,15/09/1981,3.07,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
876,GW031568,16/10/1990,2.07,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
877,GW031568,26/03/1981,4.3,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
878,GW031568,23/07/1984,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
879,GW031568,15/02/1974,4.43,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
880,GW031568,30/11/1988,2.7,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
881,GW031568,30/05/1991,2.6,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
882,GW031568,29/08/1980,3.53,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
883,GW031568,29/06/1982,3.47,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
884,GW031568,29/05/1984,2.7,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
885,GW031568,29/01/1982,3.44,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
886,GW031568,28/12/1990,2.47,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
887,GW031568,27/05/1981,4.23,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
888,GW031568,26/05/1990,2.49,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
889,GW031568,20/04/1982,3.5,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
890,GW031568,26/02/1980,3.82,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
891,GW031568,25/11/1987,3.36,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
892,GW031568,25/05/1982,3.52,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
893,GW031568,24/03/1987,3.1,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
894,GW031568,23/07/1982,3.4,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
895,GW031568,22/09/1980,3.43,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
896,GW031568,21/12/1977,3.63,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
897,GW031568,21/06/1989,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
898,GW031568,21/05/1975,2.95,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
899,GW031568,28/04/1988,3.05,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
900,GW031568,3/12/1979,3.33,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
901,GW031568,9/01/1984,2.77,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
902,GW031568,8/07/1980,3.88,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
903,GW031568,7/03/1988,3.22,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
904,GW031568,6/11/1979,3.2,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
905,GW031568,6/08/1979,3.09,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
906,GW031568,5/10/1978,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
907,GW031568,5/05/1978,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
908,GW031568,4/10/1985,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
909,GW031568,4/05/1989,1.54,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
910,GW031568,9/03/1990,3,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
911,GW031568,4/01/1979,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
912,GW031568,1/12/1978,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
913,GW031568,3/08/1990,1.88,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
914,GW031568,2/12/1980,3.62,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
915,GW031568,2/08/1985,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
916,GW031568,1/12/1981,3.03,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
917,GW031568,1/11/1982,3.42,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
918,GW031568,24/04/1984,2.65,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
919,GW031568,1/06/1979,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
920,GW031568,1/05/1979,3.49,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
921,GW031568,15/01/1999,3.08,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
922,GW031568,4/04/1979,3.57,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
923,GW031568,14/04/1980,4.01,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
924,GW031568,1/09/1982,3.35,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
925,GW031568,9/04/1975,2.95,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
926,GW031568,14/08/1975,2.95,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
927,GW031568,14/03/1978,3.99,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
928,GW031568,14/12/1982,3.71,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
929,GW031568,13/10/1981,3,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
930,GW031568,13/09/1988,2.42,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
931,GW031568,13/08/1987,2.52,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
932,GW031568,13/08/1981,3.35,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
933,GW031568,13/04/1978,4.03,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
934,GW031568,13/02/1975,2.7,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
935,GW031568,10/10/1989,1.97,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
936,GW031568,9/06/1975,2.97,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
937,GW031568,13/01/1981,3.78,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
938,GW031568,9/05/1985,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
939,GW031568,14/09/1978,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
940,GW031568,10/08/1978,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
941,GW031568,11/08/1983,3.34,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
942,GW031568,11/11/1980,3.45,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
943,GW031568,11/12/1989,2.35,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
944,GW031568,12/03/1974,4.52,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
945,GW031568,12/04/1983,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
946,GW031568,12/07/1978,0,602470,148.1187,-34.6904,6160721,350,0.546961,7.74119,3,Qa,0,NA
947,GW031651,1/11/1987,0,610233,148.2065,-34.8982,6137585,344,3.1215899,5.6097298,2,Snm,9.6,NA
948,GW033353,1/10/1994,4.55,586028,147.9393,-34.6957,6160304,369,2.8943601,5.9984798,1,Sfv,30.5,NA
949,GW033353,1/11/1987,0,586028,147.9393,-34.6957,6160304,369,2.8943601,5.9984798,1,Sfv,30.5,NA
950,GW033353,10/05/1994,4.55,586028,147.9393,-34.6957,6160304,369,2.8943601,5.9984798,1,Sfv,30.5,NA
951,GW033353,15/01/1999,3.9,586028,147.9393,-34.6957,6160304,369,2.8943601,5.9984798,1,Sfv,30.5,NA
952,GW033353,16/07/1994,4.15,586028,147.9393,-34.6957,6160304,369,2.8943601,5.9984798,1,Sfv,30.5,NA
953,GW033353,23/04/1994,4.6,586028,147.9393,-34.6957,6160304,369,2.8943601,5.9984798,1,Sfv,30.5,NA
954,GW033353,23/06/1994,4.43,586028,147.9393,-34.6957,6160304,369,2.8943601,5.9984798,1,Sfv,30.5,NA
955,GW034731,25/11/1996,1.9,587179,147.9546,-34.9312,6134168,527,1.51896,6.7220402,2,Qr/Sgmy,48.8,NA
956,GW040594,18/02/1983,0,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
957,GW040594,18/05/1976,2.2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
958,GW040594,18/10/1983,1.95,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
959,GW040594,18/11/1977,2.49,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
960,GW040594,19/02/1981,0,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
961,GW040594,19/02/1985,2.23,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
962,GW040594,19/03/1991,2.25,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
963,GW040594,19/07/1988,0.76,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
964,GW040594,19/04/1977,2.24,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
965,GW040594,17/10/1986,1.85,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
966,GW040594,16/07/1979,2.19,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
967,GW040594,19/05/1980,0,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
968,GW040594,19/05/1983,0,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
969,GW040594,19/06/1978,2.25,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
970,GW040594,19/03/1982,0,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
971,GW040594,17/09/1979,2.25,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
972,GW040594,17/06/1981,2.52,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
973,GW040594,17/01/1977,2.48,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
974,GW040594,16/10/1990,2.03,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
975,GW040594,16/10/1979,2.33,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
976,GW040594,16/10/1975,2.1,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
977,GW040594,16/08/1989,1.58,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
978,GW040594,16/06/1977,1.96,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
979,GW040594,16/06/1976,2.22,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
980,GW040594,16/05/1977,2.15,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
981,GW040594,20/04/1982,2.5,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
982,GW040594,28/09/1982,2.45,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
983,GW040594,16/02/1978,2.78,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
984,GW040594,16/02/1979,2.71,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
985,GW040594,16/09/1975,2.2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
986,GW040594,25/10/1977,2.32,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
987,GW040594,15/10/1984,1.78,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
988,GW040594,1/12/1978,2.2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
989,GW040594,31/10/1974,1.4,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
990,GW040594,30/11/1988,0.98,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
991,GW040594,30/05/1991,2.21,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
992,GW040594,29/08/1980,2.13,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
993,GW040594,29/06/1982,2.3,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
994,GW040594,29/05/1984,2.1,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
995,GW040594,29/01/1982,2.89,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
996,GW040594,28/12/1990,2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
997,GW040594,28/04/1988,2.08,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
998,GW040594,26/05/1990,1.94,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
999,GW040594,26/03/1981,2.78,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1000,GW040594,27/05/1981,2.76,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1001,GW040594,24/03/1977,2.2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1002,GW040594,21/05/1975,2.19,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1003,GW040594,21/06/1989,1.47,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1004,GW040594,21/12/1977,2.75,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1005,GW040594,22/08/1977,2.1,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1006,GW040594,22/09/1980,2.26,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1007,GW040594,26/02/1980,0,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1008,GW040594,23/07/1984,1.94,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1009,GW040594,25/11/1987,2.11,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1010,GW040594,24/03/1987,2.15,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1011,GW040594,24/04/1984,1.96,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1012,GW040594,25/03/1976,2.26,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1013,GW040594,25/05/1982,2.38,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1014,GW040594,25/06/1974,2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1015,GW040594,20/09/1977,2.2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1016,GW040594,23/07/1982,2.3,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1017,GW040594,4/04/1979,2.26,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1018,GW040594,9/01/1984,1.85,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1019,GW040594,8/11/1978,2.04,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1020,GW040594,8/08/1974,1.7,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1021,GW040594,8/07/1980,2.17,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1022,GW040594,7/10/1976,2.2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1023,GW040594,7/03/1988,2.15,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1024,GW040594,7/01/1976,2.09,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1025,GW040594,6/11/1979,2.52,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1026,GW040594,6/08/1979,2.21,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1027,GW040594,5/11/1975,1.91,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1028,GW040594,1/12/1981,2.31,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1029,GW040594,5/08/1976,2.26,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1030,GW040594,9/03/1990,2.15,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1031,GW040594,4/05/1989,1.27,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1032,GW040594,5/10/1978,2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1033,GW040594,4/02/1977,2.57,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1034,GW040594,4/01/1979,2.32,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1035,GW040594,3/12/1979,0,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1036,GW040594,3/08/1990,1.58,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1037,GW040594,3/01/1975,1.99,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1038,GW040594,2/12/1980,2.77,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1039,GW040594,2/09/1976,2.31,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1040,GW040594,15/09/1981,2.07,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1041,GW040594,2/08/1985,1.95,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1042,GW040594,1/11/1982,2.75,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1043,GW040594,1/09/1982,2.39,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1044,GW040594,1/06/1979,2.12,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1045,GW040594,1/05/1979,2.17,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1046,GW040594,4/10/1985,2.02,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1047,GW040594,14/04/1980,0,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1048,GW040594,13/04/1978,2.73,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1049,GW040594,13/05/1974,1.88,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1050,GW040594,13/08/1981,1.88,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1051,GW040594,13/08/1987,1.75,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1052,GW040594,13/09/1988,0.78,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1053,GW040594,13/02/1975,2.04,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1054,GW040594,14/03/1978,2.74,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1055,GW040594,14/08/1975,2.2,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1056,GW040594,14/07/1976,2.17,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1057,GW040594,9/04/1974,2.6,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1058,GW040594,14/09/1978,1.8,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
1059,GW040594,5/05/1978,2.74,603241,148.127,-34.6837,6161452,363,2.4842801,4.6375299,0,Cj,NA,NA
