FID,Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Drilled.Depth,Salinity
598,GW031564,13/05/1974,5.5,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
599,GW031564,13/04/1978,6.24,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
600,GW031564,13/02/1975,4.22,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
601,GW031564,13/01/1981,5.75,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
602,GW031564,10/08/1978,4.97,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
603,GW031564,9/04/1975,4.56,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
604,GW031564,9/06/1975,4.71,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
605,GW031564,10/10/1989,3.12,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
606,GW031564,11/07/1974,4.85,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
607,GW031564,11/08/1983,5.01,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
608,GW031564,11/12/1989,3.5,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
609,GW031564,12/03/1974,6.27,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
610,GW031564,12/04/1983,6.66,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
611,GW031564,12/07/1978,5.33,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
612,GW031564,11/11/1980,5.08,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
613,GW031564,9/05/1985,4.71,602880,148.1232,-34.6879,6160994,359,1.3302,5.7973399,0,Cj,0,NA
614,GW031565,19/05/1980,7.83,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
615,GW031565,18/05/1976,7.58,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
616,GW031565,18/10/1983,0,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
617,GW031565,18/11/1977,7.4,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
618,GW031565,19/02/1981,7.63,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
619,GW031565,19/02/1985,4.98,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
620,GW031565,19/03/1982,7.2,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
621,GW031565,19/03/1991,2.77,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
622,GW031565,19/07/1988,4.2,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
623,GW031565,18/02/1983,7.3,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
624,GW031565,16/08/1989,1.53,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
625,GW031565,19/05/1983,7.49,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
626,GW031565,19/06/1978,8.93,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
627,GW031565,19/04/1977,7.62,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
628,GW031565,17/09/1979,7.55,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
629,GW031565,17/06/1981,7.72,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
630,GW031565,17/01/1980,7.64,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
631,GW031565,17/01/1977,7.39,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
632,GW031565,16/10/1990,1.78,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
633,GW031565,16/05/1977,7.64,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
634,GW031565,16/09/1975,7.9,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
635,GW031565,30/11/1988,3.94,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
636,GW031565,16/07/1979,7.67,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
637,GW031565,16/06/1977,7.6,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
638,GW031565,16/06/1976,7.5,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
639,GW031565,16/02/1978,7.83,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
640,GW031565,16/02/1979,0,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
641,GW031565,20/04/1982,7.14,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
642,GW031565,16/10/1979,7.47,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
643,GW031565,25/11/1987,4.29,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
644,GW031565,4/02/1977,7.45,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
645,GW031565,15/10/1984,5,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
646,GW031565,31/10/1974,7.8,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
647,GW031565,30/05/1991,2.83,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
648,GW031565,29/06/1982,7.15,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
649,GW031565,29/05/1984,6.05,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
650,GW031565,29/01/1982,7.14,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
651,GW031565,28/12/1990,2.35,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
652,GW031565,28/09/1982,7.13,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
653,GW031565,28/04/1988,4.54,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
654,GW031565,27/05/1981,0,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
655,GW031565,26/05/1990,2.26,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
656,GW031565,29/08/1980,7.6,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
657,GW031565,26/02/1980,7.82,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
658,GW031565,20/09/1977,7.4,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
659,GW031565,25/10/1977,7.36,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
660,GW031565,25/06/1974,10,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
661,GW031565,25/05/1982,7.14,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
662,GW031565,25/03/1976,7.65,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
663,GW031565,24/04/1984,6.05,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
664,GW031565,24/03/1987,3.67,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
665,GW031565,23/07/1984,5.68,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
666,GW031565,23/07/1982,7.12,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
667,GW031565,22/09/1980,7.62,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
668,GW031565,22/08/1977,7.55,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
669,GW031565,21/12/1977,7.78,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
670,GW031565,21/06/1989,1.75,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
671,GW031565,21/05/1975,8.18,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
672,GW031565,26/03/1981,7.8,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
673,GW031565,3/12/1979,7.5,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
674,GW031565,9/03/1990,2.7,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
675,GW031565,9/01/1984,6.56,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
676,GW031565,8/11/1978,0,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
677,GW031565,8/08/1974,9.6,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
678,GW031565,8/07/1980,7.71,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
679,GW031565,7/10/1976,7.35,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
680,GW031565,7/03/1988,4.57,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
681,GW031565,7/01/1976,7.7,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
682,GW031565,6/11/1979,7.5,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
683,GW031565,6/08/1979,7.6,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
684,GW031565,5/10/1978,7.63,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
685,GW031565,5/05/1978,8.04,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
686,GW031565,9/04/1974,10.88,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
687,GW031565,4/01/1979,0,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
688,GW031565,4/10/1985,4.67,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
689,GW031565,3/08/1990,1.55,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
690,GW031565,3/01/1975,8.46,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
691,GW031565,2/12/1980,7.58,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
692,GW031565,2/09/1976,7.4,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
693,GW031565,2/08/1985,4.82,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
694,GW031565,1/12/1981,7.14,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
695,GW031565,1/12/1978,0,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
696,GW031565,1/11/1982,7.15,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
697,GW031565,1/09/1982,7.12,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
698,GW031565,1/06/1979,7.8,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
699,GW031565,15/09/1981,7.3,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
700,GW031565,4/05/1989,2.32,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
701,GW031565,1/05/1979,7.85,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
702,GW031565,4/04/1979,7.91,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
703,GW031565,14/04/1980,7.84,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
704,GW031565,13/04/1975,8.08,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
705,GW031565,13/05/1974,10.36,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
706,GW031565,13/08/1981,7.45,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
707,GW031565,13/08/1987,3.33,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
708,GW031565,13/09/1988,3.95,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
709,GW031565,13/02/1975,8.25,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
710,GW031565,14/03/1975,7.99,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
711,GW031565,14/09/1978,7.7,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
712,GW031565,14/07/1976,7.5,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
713,GW031565,14/08/1975,8,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
714,GW031565,9/04/1975,8.22,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
715,GW031565,14/12/1982,7.26,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
716,GW031565,15/01/1999,6,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
717,GW031565,15/02/1974,10.8,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
718,GW031565,13/10/1981,7.28,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
719,GW031565,10/08/1978,7.7,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
720,GW031565,9/06/1975,8.15,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
721,GW031565,9/12/1974,8.48,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
722,GW031565,10/10/1989,1.81,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
723,GW031565,11/07/1974,9.98,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
724,GW031565,11/08/1983,7.35,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
725,GW031565,11/11/1980,7.68,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
726,GW031565,12/03/1974,10.62,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
727,GW031565,12/04/1983,0,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
728,GW031565,12/07/1978,8.9,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
729,GW031565,9/05/1985,4.9,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
730,GW031565,13/01/1981,7.62,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
731,GW031565,11/12/1989,2.15,600784,148.1004,-34.6959,6160124,336,0.995578,7.32831,4,Qa,0,NA
732,GW031566,31/10/1974,8.5,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
733,GW031566,18/05/1976,7.9,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
734,GW031566,18/10/1983,0,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
735,GW031566,18/11/1977,7.89,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
736,GW031566,19/02/1981,8.15,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
737,GW031566,19/02/1985,5.84,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
738,GW031566,19/03/1982,7.67,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
739,GW031566,19/03/1991,4.02,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
740,GW031566,19/05/1983,8.23,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
741,GW031566,19/05/1980,8.26,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
742,GW031566,19/06/1978,8.34,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
743,GW031566,18/02/1983,8.07,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
744,GW031566,16/09/1975,8.09,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
745,GW031566,19/04/1977,8.15,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
746,GW031566,16/02/1979,9.11,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
747,GW031566,19/07/1988,5.22,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
748,GW031566,30/11/1988,5.02,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
749,GW031566,16/02/1978,8.39,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
750,GW031566,16/06/1976,7.8,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
751,GW031566,16/06/1977,7.96,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
752,GW031566,16/10/1979,7.84,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
753,GW031566,16/08/1989,2.55,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
754,GW031566,17/09/1979,7.93,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
755,GW031566,16/10/1975,7.97,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
756,GW031566,16/05/1977,9.08,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
757,GW031566,16/10/1990,2.9,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
758,GW031566,17/01/1977,7.93,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
759,GW031566,17/01/1980,8.48,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
760,GW031566,17/06/1981,8.19,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
761,GW031566,16/07/1979,8.05,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
762,GW031566,25/06/1974,10.38,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
763,GW031566,15/10/1984,5.56,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
764,GW031566,9/04/1975,8.22,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
765,GW031566,30/05/1991,4.07,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
766,GW031566,29/06/1982,7.63,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
767,GW031566,29/05/1984,6.39,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
768,GW031566,29/01/1982,7.57,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
769,GW031566,28/12/1990,3.49,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
770,GW031566,28/09/1982,7.63,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
771,GW031566,28/04/1988,5.68,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
772,GW031566,27/05/1981,8.22,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
773,GW031566,26/05/1990,3.4,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
774,GW031566,26/03/1981,8.28,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
775,GW031566,26/02/1980,8.33,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
776,GW031566,29/08/1980,8,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
777,GW031566,23/07/1984,6.23,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
778,GW031566,20/09/1977,7.77,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
779,GW031566,21/05/1975,8.2,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
780,GW031566,21/06/1989,2.86,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
781,GW031566,21/12/1977,8.3,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
782,GW031566,22/08/1977,7.82,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
783,GW031566,25/11/1987,4.52,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
784,GW031566,23/07/1982,7.61,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
785,GW031566,25/10/1977,8.21,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
786,GW031566,24/03/1977,8.1,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
787,GW031566,24/03/1987,4.93,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
788,GW031566,24/04/1984,6.44,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
789,GW031566,25/03/1976,7.93,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
790,GW031566,25/05/1982,7.64,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
791,GW031566,20/04/1982,7.63,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
792,GW031566,22/09/1980,7.96,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
793,GW031566,4/02/1977,8,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
794,GW031566,8/08/1974,9.95,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
795,GW031566,8/07/1980,8.09,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
796,GW031566,7/10/1976,7.6,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
797,GW031566,7/03/1988,5.73,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
798,GW031566,7/01/1976,7.97,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
799,GW031566,6/11/1979,7.81,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
800,GW031566,6/08/1979,7.96,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
801,GW031566,5/11/1975,8.08,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
802,GW031566,5/10/1978,8.01,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
803,GW031566,5/08/1976,7.8,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
804,GW031566,5/05/1978,8.5,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
805,GW031566,4/10/1985,5.52,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
806,GW031566,8/11/1978,7.91,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
807,GW031566,4/04/1979,8.4,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
808,GW031566,2/09/1976,7.68,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
809,GW031566,4/01/1979,8.35,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
810,GW031566,3/12/1979,7.96,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
811,GW031566,3/08/1990,2.63,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
812,GW031566,3/01/1975,8.42,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
813,GW031566,2/12/1980,7.97,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
814,GW031566,2/08/1985,5.55,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
815,GW031566,1/12/1978,7.95,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
816,GW031566,1/11/1982,7.71,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
817,GW031566,1/09/1982,7.61,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
818,GW031566,1/06/1979,8.18,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
819,GW031566,1/05/1979,8.29,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
820,GW031566,9/06/1975,8.2,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
821,GW031566,15/09/1981,7.73,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
822,GW031566,4/05/1989,3.53,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
823,GW031566,14/07/1976,7.72,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
824,GW031566,15/02/1974,11.35,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
825,GW031566,15/01/1999,4.85,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
826,GW031566,1/12/1981,7.51,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
827,GW031566,9/01/1984,7.03,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
828,GW031566,14/12/1982,7.85,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
829,GW031566,14/08/1975,8.21,600764,148.1001,-34.6912,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
