FID,Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Yield Description,Drilled Depth,Salinity
1471,GW400125,1997-02-01,2.63,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1472,GW400125,1998-03-01,3.7,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1473,GW400125,1997-03-02,3.05,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1474,GW400125,1998-08-02,3.07,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1475,GW400125,1997-01-01,2.31,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1476,GW400125,1997-09-02,2.3,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1477,GW400125,1999-03-04,2.95,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1478,GW400125,1998-07-05,3.85,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1479,GW400125,1999-07-04,2.3,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1480,GW400125,1997-08-04,2.63,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1481,GW400125,1998-01-05,3.15,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1482,GW400125,1999-02-05,2.69,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1483,GW400125,1997-04-05,3.3,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1484,GW400125,1999-04-05,3.97,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1485,GW400125,1997-07-05,3.13,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1486,GW400125,1998-06-04,4.02,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1487,GW400125,1998-02-02,3.46,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1488,GW400126,1998-07-06,0.8,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1489,GW400126,1999-05-06,1.27,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1490,GW400126,1998-05-06,1.84,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1491,GW400126,1999-04-06,0.4,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1492,GW400126,1997-03-06,1.66,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1493,GW400126,1998-01-06,1.7,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1494,GW400126,2000-12-05,1.3,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1495,GW400126,1998-11-05,1.15,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1496,GW400126,2000-03-05,1.47,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1497,GW400126,2000-08-06,0.65,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1498,GW400126,1997-10-14,1.14,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1499,GW400126,1997-07-05,1.45,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1500,GW400126,2000-09-06,0.37,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1501,GW400126,1997-11-06,1.26,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1502,GW400126,2000-11-06,1.1,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1503,GW400126,1998-03-07,1.84,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1504,GW400126,1999-07-07,0.9,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1505,GW400126,1997-04-08,1.7,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1506,GW400126,1996-07-08,0.46,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1507,GW400126,1997-12-08,1.6,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1508,GW400126,1998-12-04,1.26,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1509,GW400126,1997-09-14,0.88,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1510,GW400126,1998-04-05,1.99,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1511,GW400126,1997-09-09,0.43,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1512,GW400126,2000-01-01,0.75,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1513,GW400126,1997-08-05,1.45,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1514,GW400126,1997-01-01,1.35,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1515,GW400126,1999-11-04,0.8,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1516,GW400126,1997-02-01,1.5,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1517,GW400126,1999-03-01,1.25,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1518,GW400126,2000-05-01,0.87,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1519,GW400126,1998-06-01,1.75,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1520,GW400126,2000-06-01,0.5,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1521,GW400126,2000-07-01,0.38,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1522,GW400126,1999-08-01,1,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1523,GW400126,1998-09-01,0.58,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1524,GW400126,1998-10-01,0.47,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1525,GW400126,1999-02-02,1.18,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1526,GW400126,1999-06-04,1.16,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1527,GW400126,1999-12-02,1.05,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1528,GW400126,2000-10-04,0.97,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1529,GW400126,1999-01-04,1.4,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1530,GW400126,1999-10-03,0.64,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1531,GW400126,1998-08-03,0.55,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1532,GW400126,1997-05-03,1.8,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1533,GW400126,2000-04-03,1.17,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1534,GW400126,2000-02-03,1.23,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1535,GW400126,1997-06-03,1.35,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1536,GW400126,1998-02-03,1.75,583123,147.9074,-34.6818999999999,6161859,398,2.9366901,6.0521898,2,17,NA,NA,1632
1537,GW400127,1997-08-05,1.37,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1538,GW400127,1999-05-06,1.1,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1539,GW400127,1998-05-06,1.85,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1540,GW400127,1999-04-06,0.48,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1541,GW400127,1997-03-06,1.48,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1542,GW400127,1998-01-06,1.56,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1543,GW400127,1997-07-05,1.35,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1544,GW400127,1998-11-05,0.9,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1545,GW400127,1998-07-06,0.8,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1546,GW400127,1997-04-08,1.58,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1547,GW400127,1998-04-05,1.89,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1548,GW400127,2000-12-05,1.15,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1549,GW400127,2000-08-06,0.6,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1550,GW400127,2000-09-06,0.07,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1551,GW400127,1997-11-06,1.16,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1552,GW400127,2000-11-06,0.87,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1553,GW400127,1997-09-14,0.76,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1554,GW400127,1999-07-07,0.7,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1555,GW400127,1996-07-08,2.2,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1556,GW400127,1997-12-08,1.45,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1557,GW400127,1997-10-14,0.98,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1558,GW400127,1997-09-09,0.72,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1559,GW400127,2000-01-01,0.4,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1560,GW400127,2000-03-05,1.2,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1561,GW400127,1998-03-07,1.75,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1562,GW400127,2000-07-01,0.16,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1563,GW400127,1999-03-01,1.1,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1564,GW400127,1998-12-04,1.07,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1565,GW400127,1997-01-01,1.28,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1566,GW400127,1997-02-01,1.32,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1567,GW400127,2000-05-01,0.77,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1568,GW400127,2000-06-01,0.3,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1569,GW400127,1999-08-01,0.87,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1570,GW400127,1998-09-01,0.35,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1571,GW400127,1998-10-01,0.27,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1572,GW400127,1999-02-02,1.08,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1573,GW400127,1999-12-02,0.62,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1574,GW400127,2000-10-04,0.7,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1575,GW400127,1998-06-01,1.75,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1576,GW400127,1999-11-04,0.4,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1577,GW400127,1998-02-03,1.65,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1578,GW400127,1999-06-04,1.14,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1579,GW400127,1999-01-04,1.25,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1580,GW400127,1999-10-03,0.36,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1581,GW400127,1998-08-03,0.3,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1582,GW400127,1997-06-03,1.23,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1583,GW400127,1997-05-03,1.65,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1584,GW400127,2000-04-03,1,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1585,GW400127,2000-02-03,1.05,592993,148.015099999999,-34.6794999999999,6162033,482,7.26652,4.4919,0,10,NA,NA,4134
1586,GW400128,1998-04-05,2.3,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1587,GW400128,1998-05-06,2.1,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1588,GW400128,1999-04-06,0.4,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1589,GW400128,1997-03-06,1.67,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1590,GW400128,1998-01-06,1.83,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1591,GW400128,2000-12-05,1.45,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1592,GW400128,1998-11-05,1.15,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1593,GW400128,2000-03-05,1.62,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1594,GW400128,1997-07-05,1.7,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1595,GW400128,1999-05-06,1.4,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1596,GW400128,1998-12-04,1.38,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1597,GW400128,1997-08-05,1.65,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1598,GW400128,1998-07-06,0.3,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1599,GW400128,2000-08-06,0.79,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1600,GW400128,2000-09-06,0.33,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1601,GW400128,1997-11-06,1.33,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1602,GW400128,2000-11-06,1.15,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1603,GW400128,1998-03-07,2.1,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1604,GW400128,1999-07-07,0.83,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1605,GW400128,1997-04-08,1.86,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1606,GW400128,1996-07-08,1.82,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1607,GW400128,1997-12-08,1.49,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1608,GW400128,1997-09-09,0.29,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1609,GW400128,1997-09-14,0.72,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1610,GW400128,1997-02-01,1.6,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1611,GW400128,1997-10-14,1.1,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1612,GW400128,1999-11-04,0.83,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1613,GW400128,1997-01-01,1.35,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1614,GW400128,1999-03-01,1.55,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1615,GW400128,2000-05-01,1.03,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1616,GW400128,1998-06-01,2,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1617,GW400128,2000-06-01,0.23,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1618,GW400128,2000-07-01,0.29,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1619,GW400128,1999-08-01,0.95,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1620,GW400128,1998-09-01,0.68,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1621,GW400128,1998-10-01,0.23,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1622,GW400128,1999-01-04,1.6,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1623,GW400128,2000-01-01,0.83,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1624,GW400128,1999-02-02,1.5,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1625,GW400128,2000-10-04,1,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1626,GW400128,1999-06-04,1.27,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1627,GW400128,1999-10-03,0.48,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1628,GW400128,1998-08-03,0.45,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1629,GW400128,1997-06-03,1.23,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1630,GW400128,1997-05-03,1.9,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1631,GW400128,2000-04-03,1.37,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1632,GW400128,2000-02-03,1.36,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1633,GW400128,1998-02-03,1.92,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1634,GW400128,1999-12-02,1.1,583162,147.9078,-34.6816,6161886,398,4.0704198,5.6597199,0,17,NA,NA,6285
1635,GW400129,1999-07-01,1.43,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1636,GW400129,1999-12-01,1.15,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1637,GW400129,1997-10-01,1.88,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1638,GW400129,1998-08-01,1.86,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1639,GW400129,1999-08-01,1.27,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1640,GW400129,1997-09-01,2,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1641,GW400129,1998-09-01,1.22,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1642,GW400129,1999-09-01,1.1,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1643,GW400129,1997-08-01,2.07,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1644,GW400129,1998-10-01,1.01,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1645,GW400129,1999-10-01,1.21,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1646,GW400129,1997-11-01,1.82,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1647,GW400129,1998-11-01,1.47,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1648,GW400129,1999-11-01,1.18,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1649,GW400129,1998-12-01,1.93,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1650,GW400129,1996-07-08,1.12,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1651,GW400129,1998-07-01,2.25,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1652,GW400129,1999-05-01,1.84,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1653,GW400129,1997-12-01,2.13,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1654,GW400129,1997-03-01,2.42,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1655,GW400129,1998-06-01,2.31,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1656,GW400129,1997-01-01,2.22,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1657,GW400129,1997-07-01,2.04,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1658,GW400129,1999-01-01,2.1,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1659,GW400129,1997-02-01,2.33,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1660,GW400129,1999-02-01,2.23,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1661,GW400129,1998-01-01,2.22,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1662,GW400129,1998-03-01,2.42,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1663,GW400129,1999-03-01,2.25,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1664,GW400129,1997-06-01,1.98,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1665,GW400129,1998-02-01,2.26,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1666,GW400129,1999-06-01,1.43,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
1667,GW400129,1997-04-01,2.5,583489,147.9111,-34.6535999999999,6164991,447,2.1601501,6.7290001,3,9,NA,NA,2886
