cells,Latitude,Longitude,Date.x,Rainfall,MDate,FID,Work_No,Date.y,Standing_W,Easting,Northing,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Drilled.Depth,Salinity
24,-34.5988,148.0802,1993-04-16,7.799999999999727,1993-04-01,1967,GW400253,1993-04-27,1.38,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-01-16,13.099999999999909,1994-01-01,1968,GW400253,1994-01-28,1.45,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-01-16,13.099999999999909,1994-01-01,1968,GW400253,1994-01-28,1.45,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-03-16,32.59999999999991,1994-03-01,1969,GW400253,1994-03-28,1.41,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-03-16,32.59999999999991,1994-03-01,1969,GW400253,1994-03-28,1.41,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-03-16,47.69999999999982,1993-03-01,1970,GW400253,1993-03-29,1.43,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-03-16,47.69999999999982,1993-03-01,1970,GW400253,1993-03-29,1.43,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1992-09-16,64.59999999999991,1992-09-01,1971,GW400253,1992-09-29,1.2,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1992-09-16,64.59999999999991,1992-09-01,1971,GW400253,1992-09-29,1.2,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1992-11-16,66.69999999999982,1992-11-01,1972,GW400253,1992-11-03,1.22,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1992-11-16,66.69999999999982,1992-11-01,1972,GW400253,1992-11-03,1.22,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-06-16,40.29999999999973,1994-06-01,1973,GW400253,1994-06-23,1.23,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-06-16,40.29999999999973,1994-06-01,1973,GW400253,1994-06-23,1.23,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-05-16,63.59999999999991,1993-05-01,1974,GW400253,1993-05-31,1.23,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-05-16,63.59999999999991,1993-05-01,1974,GW400253,1993-05-31,1.23,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1996-11-16,47.19999999999982,1996-11-01,1975,GW400253,1996-11-28,1.32,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1996-11-16,47.19999999999982,1996-11-01,1975,GW400253,1996-11-28,1.32,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-07-16,182.69999999999982,1993-07-01,1976,GW400253,1993-07-02,1.27,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-07-16,182.69999999999982,1993-07-01,1976,GW400253,1993-07-02,1.27,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-12-16,81.39999999999964,1993-12-01,1977,GW400253,1993-12-06,1.26,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-12-16,81.39999999999964,1993-12-01,1977,GW400253,1993-12-06,1.26,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-02-15,36,1993-02-01,1978,GW400253,1993-02-23,1.43,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-02-15,36,1993-02-01,1978,GW400253,1993-02-23,1.43,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-02-15,36,1993-02-01,1979,GW400253,1993-02-02,1.35,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-02-15,36,1993-02-01,1979,GW400253,1993-02-02,1.35,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1992-12-16,134.29999999999973,1992-12-01,1980,GW400253,1992-12-02,1.27,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1992-12-16,134.29999999999973,1992-12-01,1980,GW400253,1992-12-02,1.27,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-08-16,19.699999999999818,1994-08-01,1981,GW400253,1994-08-04,1.28,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-08-16,19.699999999999818,1994-08-01,1981,GW400253,1994-08-04,1.28,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-10-16,45.29999999999973,1994-10-01,1982,GW400253,1994-10-07,1.35,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-10-16,45.29999999999973,1994-10-01,1982,GW400253,1994-10-07,1.35,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-05-16,6.599999999999909,1994-05-01,1983,GW400253,1994-05-09,1.4,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1994-05-16,6.599999999999909,1994-05-01,1983,GW400253,1994-05-09,1.4,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-01-16,48.19999999999982,1993-01-01,1984,GW400253,1993-01-11,1.21,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-01-16,48.19999999999982,1993-01-01,1984,GW400253,1993-01-11,1.21,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1992-08-16,96.19999999999982,1992-08-01,1985,GW400253,1992-08-12,1.24,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1992-08-16,96.19999999999982,1992-08-01,1985,GW400253,1992-08-12,1.24,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-07-16,182.69999999999982,1993-07-01,1986,GW400253,1993-07-22,1.17,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.5988,148.0802,1993-07-16,182.69999999999982,1993-07-01,1986,GW400253,1993-07-22,1.17,599051,6170914,381,1.84851,6.0199699,3,Sbs,11.6,NA
24,-34.6072,148.0763,1993-08-16,30.5,1993-08-01,1987,GW400255,1993-08-24,1.57,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-08-16,30.5,1993-08-01,1987,GW400255,1993-08-24,1.57,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-09-16,123.79999999999973,1993-09-01,1988,GW400255,1993-09-24,1.53,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-09-16,123.79999999999973,1993-09-01,1988,GW400255,1993-09-24,1.53,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-04-16,7.799999999999727,1993-04-01,1989,GW400255,1993-04-27,1.83,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-04-16,7.799999999999727,1993-04-01,1989,GW400255,1993-04-27,1.83,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-01-16,13.099999999999909,1994-01-01,1990,GW400255,1994-01-28,1.63,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-01-16,13.099999999999909,1994-01-01,1990,GW400255,1994-01-28,1.63,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1996-01-16,148.89999999999964,1996-01-01,1991,GW400255,1996-01-28,1.45,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1996-01-16,148.89999999999964,1996-01-01,1991,GW400255,1996-01-28,1.45,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-03-16,32.59999999999991,1994-03-01,1992,GW400255,1994-03-28,1.66,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-03-16,32.59999999999991,1994-03-01,1992,GW400255,1994-03-28,1.66,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-03-16,47.69999999999982,1993-03-01,1993,GW400255,1993-03-29,1.76,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-03-16,47.69999999999982,1993-03-01,1993,GW400255,1993-03-29,1.76,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-05-16,63.59999999999991,1993-05-01,1994,GW400255,1993-05-31,1.84,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-05-16,63.59999999999991,1993-05-01,1994,GW400255,1993-05-31,1.84,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-06-16,40.29999999999973,1994-06-01,1995,GW400255,1994-06-23,1.77,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-06-16,40.29999999999973,1994-06-01,1995,GW400255,1994-06-23,1.77,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-01-16,48.19999999999982,1993-01-01,1996,GW400255,1993-01-11,1.45,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-01-16,48.19999999999982,1993-01-01,1996,GW400255,1993-01-11,1.45,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1992-09-16,64.59999999999991,1992-09-01,1997,GW400255,1992-09-29,1.4,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1992-09-16,64.59999999999991,1992-09-01,1997,GW400255,1992-09-29,1.4,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-07-16,182.69999999999982,1993-07-01,1998,GW400255,1993-07-02,1.76,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-07-16,182.69999999999982,1993-07-01,1998,GW400255,1993-07-02,1.76,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-07-16,182.69999999999982,1993-07-01,1999,GW400255,1993-07-22,1.74,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-07-16,182.69999999999982,1993-07-01,1999,GW400255,1993-07-22,1.74,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-02-15,36,1993-02-01,2000,GW400255,1993-02-02,1.57,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-02-15,36,1993-02-01,2000,GW400255,1993-02-02,1.57,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-02-15,36,1993-02-01,2001,GW400255,1993-02-23,1.7,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-02-15,36,1993-02-01,2001,GW400255,1993-02-23,1.7,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1992-12-16,134.29999999999973,1992-12-01,2002,GW400255,1992-12-02,1.46,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1992-12-16,134.29999999999973,1992-12-01,2002,GW400255,1992-12-02,1.46,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1992-11-16,66.69999999999982,1992-11-01,2003,GW400255,1992-11-03,1.39,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1992-11-16,66.69999999999982,1992-11-01,2003,GW400255,1992-11-03,1.39,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-08-16,19.699999999999818,1994-08-01,2004,GW400255,1994-08-04,1.73,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-08-16,19.699999999999818,1994-08-01,2004,GW400255,1994-08-04,1.73,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-12-16,81.39999999999964,1993-12-01,2005,GW400255,1993-12-06,1.5,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1993-12-16,81.39999999999964,1993-12-01,2005,GW400255,1993-12-06,1.5,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-10-16,45.29999999999973,1994-10-01,2006,GW400255,1994-10-07,1.68,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-10-16,45.29999999999973,1994-10-01,2006,GW400255,1994-10-07,1.68,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-05-16,6.599999999999909,1994-05-01,2007,GW400255,1994-05-09,1.73,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1994-05-16,6.599999999999909,1994-05-01,2007,GW400255,1994-05-09,1.73,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1992-08-16,96.19999999999982,1992-08-01,2008,GW400255,1992-08-12,1.55,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1992-08-16,96.19999999999982,1992-08-01,2008,GW400255,1992-08-12,1.55,598686,6169984,370,2.1026599,6.5633402,3,Sbs,13.6,NA
24,-34.6072,148.0763,1992-09-16,64.59999999999991,1992-09-01,2009,GW400256,1992-09-29,0.9,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1992-09-16,64.59999999999991,1992-09-01,2009,GW400256,1992-09-29,0.9,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-02-15,36,1993-02-01,2010,GW400256,1993-02-23,1.28,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-02-15,36,1993-02-01,2010,GW400256,1993-02-23,1.28,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-03-16,47.69999999999982,1993-03-01,2011,GW400256,1993-03-29,1.28,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-03-16,47.69999999999982,1993-03-01,2011,GW400256,1993-03-29,1.28,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1996-11-16,47.19999999999982,1996-11-01,2012,GW400256,1996-11-28,1.21,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1996-11-16,47.19999999999982,1996-11-01,2012,GW400256,1996-11-28,1.21,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-03-16,32.59999999999991,1994-03-01,2013,GW400256,1994-03-28,1.29,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-03-16,32.59999999999991,1994-03-01,2013,GW400256,1994-03-28,1.29,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-01-16,13.099999999999909,1994-01-01,2014,GW400256,1994-01-28,1.39,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-01-16,13.099999999999909,1994-01-01,2014,GW400256,1994-01-28,1.39,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-04-16,7.799999999999727,1993-04-01,2015,GW400256,1993-04-27,1.28,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-04-16,7.799999999999727,1993-04-01,2015,GW400256,1993-04-27,1.28,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-09-16,123.79999999999973,1993-09-01,2016,GW400256,1993-09-24,0.91,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-09-16,123.79999999999973,1993-09-01,2016,GW400256,1993-09-24,0.91,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-08-16,30.5,1993-08-01,2017,GW400256,1993-08-24,0.93,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-08-16,30.5,1993-08-01,2017,GW400256,1993-08-24,0.93,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-06-16,40.29999999999973,1994-06-01,2018,GW400256,1994-06-23,1.11,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-06-16,40.29999999999973,1994-06-01,2018,GW400256,1994-06-23,1.11,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-05-16,63.59999999999991,1993-05-01,2019,GW400256,1993-05-31,1,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-05-16,63.59999999999991,1993-05-01,2019,GW400256,1993-05-31,1,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-02-15,36,1993-02-01,2020,GW400256,1993-02-02,1.26,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-02-15,36,1993-02-01,2020,GW400256,1993-02-02,1.26,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-07-16,182.69999999999982,1993-07-01,2021,GW400256,1993-07-22,0.99,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-07-16,182.69999999999982,1993-07-01,2021,GW400256,1993-07-22,0.99,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-07-16,182.69999999999982,1993-07-01,2022,GW400256,1993-07-02,1.06,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-07-16,182.69999999999982,1993-07-01,2022,GW400256,1993-07-02,1.06,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1992-12-16,134.29999999999973,1992-12-01,2023,GW400256,1992-12-02,1.12,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1992-12-16,134.29999999999973,1992-12-01,2023,GW400256,1992-12-02,1.12,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1992-11-16,66.69999999999982,1992-11-01,2024,GW400256,1992-11-03,0.95,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1992-11-16,66.69999999999982,1992-11-01,2024,GW400256,1992-11-03,0.95,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-08-16,19.699999999999818,1994-08-01,2025,GW400256,1994-08-04,1.07,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-08-16,19.699999999999818,1994-08-01,2025,GW400256,1994-08-04,1.07,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-10-16,45.29999999999973,1994-10-01,2026,GW400256,1994-10-07,1.16,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-10-16,45.29999999999973,1994-10-01,2026,GW400256,1994-10-07,1.16,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-05-16,6.599999999999909,1994-05-01,2027,GW400256,1994-05-09,1.31,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1994-05-16,6.599999999999909,1994-05-01,2027,GW400256,1994-05-09,1.31,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-01-16,48.19999999999982,1993-01-01,2028,GW400256,1993-01-11,1.15,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-01-16,48.19999999999982,1993-01-01,2028,GW400256,1993-01-11,1.15,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1992-08-16,96.19999999999982,1992-08-01,2029,GW400256,1992-08-12,0.96,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1992-08-16,96.19999999999982,1992-08-01,2029,GW400256,1992-08-12,0.96,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-12-16,81.39999999999964,1993-12-01,2030,GW400256,1993-12-06,1.25,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
24,-34.6072,148.0763,1993-12-16,81.39999999999964,1993-12-01,2030,GW400256,1993-12-06,1.25,598685,6169984,370,2.1026599,6.5633402,3,Sbs,5,NA
23,-34.6209,148.067,1993-05-16,62.69999999999982,1993-05-01,2031,GW400257,1993-05-31,1.52,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-08-16,30.399999999999636,1993-08-01,2032,GW400257,1993-08-24,1.65,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-09-16,110.79999999999973,1993-09-01,2033,GW400257,1993-09-24,1.65,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-04-16,7.899999999999636,1993-04-01,2034,GW400257,1993-04-27,1.73,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1994-01-16,11.899999999999636,1994-01-01,2035,GW400257,1994-01-28,2.09,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1994-03-16,29.899999999999636,1994-03-01,2036,GW400257,1994-03-28,1.81,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-02-15,37.09999999999991,1993-02-01,2037,GW400257,1993-02-02,1.85,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1992-09-16,65.89999999999964,1992-09-01,2038,GW400257,1992-09-29,1.55,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1994-06-16,41.5,1994-06-01,2039,GW400257,1994-06-23,1.72,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1992-08-16,94.79999999999973,1992-08-01,2040,GW400257,1992-08-12,1.49,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-03-16,46.5,1993-03-01,2041,GW400257,1993-03-29,1.7,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1992-12-16,131.5999999999999,1992-12-01,2042,GW400257,1992-12-02,1.7,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-02-15,37.09999999999991,1993-02-01,2043,GW400257,1993-02-23,1.74,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-07-16,180,1993-07-01,2044,GW400257,1993-07-02,1.64,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1992-11-16,71.5,1992-11-01,2045,GW400257,1992-11-03,1.54,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1994-08-16,15.099999999999909,1994-08-01,2046,GW400257,1994-08-04,1.67,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-12-16,85.09999999999991,1993-12-01,2047,GW400257,1993-12-06,1.81,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1994-10-16,44.59999999999991,1994-10-01,2048,GW400257,1994-10-07,1.73,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1994-05-16,5.899999999999636,1994-05-01,2049,GW400257,1994-05-09,1.83,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-01-16,47.69999999999982,1993-01-01,2050,GW400257,1993-01-11,1.74,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.067,1993-07-16,180,1993-07-01,2051,GW400257,1993-07-22,1.64,597818,6168484,359,0.054805,9.7409201,4,Qa,5,NA
23,-34.6209,148.0671,1993-02-15,37.09999999999991,1993-02-01,2052,GW400258,1993-02-23,2.03,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1993-07-16,180,1993-07-01,2053,GW400258,1993-07-02,1.72,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1993-03-16,46.5,1993-03-01,2054,GW400258,1993-03-29,1.88,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1993-05-16,62.69999999999982,1993-05-01,2055,GW400258,1993-05-31,1.78,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1994-03-16,29.899999999999636,1994-03-01,2056,GW400258,1994-03-28,1.86,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1994-01-16,11.899999999999636,1994-01-01,2057,GW400258,1994-01-28,1.83,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1993-04-16,7.899999999999636,1993-04-01,2058,GW400258,1993-04-27,1.85,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1993-09-16,110.79999999999973,1993-09-01,2059,GW400258,1993-09-24,1.65,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1993-08-16,30.399999999999636,1993-08-01,2060,GW400258,1993-08-24,1.67,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1994-06-16,41.5,1994-06-01,2061,GW400258,1994-06-23,1.9,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1992-09-16,65.89999999999964,1992-09-01,2062,GW400258,1992-09-29,1.65,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
23,-34.6209,148.0671,1992-12-16,131.5999999999999,1992-12-01,2063,GW400258,1992-12-02,1.7,597819,6168484,359,0.0267448,9.8309803,4,Qa,13.1,NA
